date,Pigeon Island,Royal Botanical Gardens,Hanthana Mountain Range,Weligama Surf Break,Ravana Falls,Adisham Bungalow,Yala National Park,Minneriya National Park,Nilaveli Beach,Temple of the Tooth,Galle Fort,Mirissa Whale Watching,Hiriwadunna Village Trek,Diyaluma Falls,Pidurangala Rock,Moon Plains,Wilpattu National Park,Sembuwatta Lake,Delft Island,Madol Doova,Ritigala Forest Monastery,Koggala Lake Safari,Bahirawakanda Buddha,Casuarina Beach,Strawberry Farm Visit,Yapahuwa Rock Fortress,Jaffna Fort,Bambarakanda Falls,Kelaniya Raja Maha Vihara,Unawatuna Jungle Beach,Nallur Kandaswamy Kovil,Pasikudah Beach,Jaffna Public Library,Gregory Lake,Galle Face Green,Sinharaja Forest Reserve,Hikkaduwa Coral Reef,Parakrama Samudra,Dambulla Cave Temple,Muthurajawela Wetland,Rose Quartz Mountain,Nine Arches Bridge,Pedro Tea Estate,Ambuluwawa Tower,Embekke Devalaya,St. Clair's Falls,Gangaramaya Temple,Riverston Gap,Elephant Rock,Hakgala Botanical Garden,Mihintale,Coconut Tree Hill,Nagadeepa Vihara,Victoria Park,Kumana Bird Sanctuary,Lipton's Seat,Lotus Tower,Ella Rock Hike,Trincomalee Harbour,Point Pedro,Kandy Lake Stroll,Horton Plains,Sea Turtle Hatchery,Anuradhapura Sacred City,Old Dutch Hospital,Japanese Peace Pagoda,Little Adam's Peak,Arugam Bay,Udawalawe National Park,Independence Square,Koneswaram Temple,Ceylon Tea Museum,Sigiriya Lion Rock,Kitulgala Rafting,Mount Lavinia Beach,Avukana Buddha Statue,Marble Beach,Polonnaruwa Ruins,Udawattekele Sanctuary,Negombo Fish Market
2023-08-06,68,0,0,0,0,16,65,0,42,18,53,0,0,0,0,44,39,0,0,0,0,0,0,0,56,0,60,0,0,0,0,0,0,32,0,0,0,0,49,0,0,0,0,29,0,0,0,0,0,0,28,0,0,0,0,0,19,0,0,8,0,22,0,0,0,0,2,35,0,3,0,0,0,0,45,0,58,0,0,0
2023-08-13,68,0,0,0,0,21,54,0,38,27,50,8,0,0,0,65,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,38,0,34,0,0,34,0,0,0,24,0,0,12,0,0,21,0,4,5,0,30,0,0,0,0,2,31,3,4,0,0,0,0,95,0,69,0,0,0
2023-08-20,70,0,0,0,0,21,38,0,44,24,46,5,0,6,0,70,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,31,0,53,0,0,0,0,33,0,0,0,0,28,0,0,0,0,0,0,25,0,0,0,0,0,23,0,0,10,0,21,0,0,0,0,0,27,3,3,0,0,0,0,57,0,83,45,0,0
2023-08-27,54,0,0,0,0,19,34,15,37,21,43,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,29,0,28,0,0,0,0,40,0,0,0,0,24,0,0,27,0,38,0,32,0,0,0,0,0,16,0,0,5,0,27,0,0,0,0,0,27,3,4,0,0,38,0,50,0,43,0,0,0
2023-09-03,44,0,0,0,0,13,36,0,27,23,39,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,27,0,0,0,0,40,0,0,32,0,0,0,26,0,0,0,0,4,14,0,0,9,0,20,0,0,0,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0
2023-09-10,49,0,0,0,0,15,37,0,27,15,31,0,0,5,0,41,37,0,39,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,28,0,0,0,0,0,16,0,0,6,0,21,0,0,0,0,0,31,0,3,0,0,0,0,0,0,43,0,0,0
2023-09-17,57,0,0,0,0,0,40,0,26,25,37,0,0,0,0,37,0,0,38,0,0,0,0,0,0,0,55,0,0,0,0,0,0,38,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,24,0,0,0,0,0,17,0,0,4,0,19,0,0,0,0,0,29,3,3,0,0,0,0,38,0,0,0,0,0
2023-09-24,51,0,0,0,0,24,50,0,40,20,50,6,0,6,0,47,56,0,34,0,0,0,0,0,0,0,81,0,0,0,0,0,0,70,0,0,0,0,31,0,0,0,0,53,0,0,0,0,0,22,28,0,0,12,0,0,19,4,0,9,0,33,0,0,0,0,0,25,2,3,0,0,0,0,0,0,70,0,0,0
2023-10-01,37,0,0,0,0,13,35,0,22,16,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,15,0,5,4,0,17,0,0,0,0,0,18,0,3,0,0,0,0,62,0,42,0,0,0
2023-10-08,31,0,0,0,0,0,30,0,24,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11,0,0,6,0,12,0,0,0,0,0,10,0,4,0,0,0,0,48,0,61,0,0,67
2023-10-15,22,0,0,0,0,13,21,0,22,18,35,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,14,0,0,15,0,0,13,0,0,4,0,15,0,0,0,0,2,6,0,2,0,0,0,0,70,0,0,0,0,0
2023-10-22,0,0,0,0,0,0,25,0,28,13,41,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,29,0,0,22,0,0,0,17,0,0,0,0,0,13,0,0,8,0,18,0,0,0,0,0,7,2,3,0,0,0,0,43,0,41,0,0,0
2023-10-29,27,0,0,0,0,0,32,0,16,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,27,0,0,0,0,0,9,0,0,6,0,14,0,0,0,0,0,7,0,3,0,0,0,0,47,0,0,0,0,0
2023-11-05,0,0,0,0,0,0,36,0,20,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,30,0,0,0,0,0,0,18,0,0,0,0,0,14,0,0,6,0,18,0,0,0,0,0,6,3,3,0,0,0,0,35,0,42,0,0,0
2023-11-12,0,0,0,0,0,0,47,0,20,22,41,8,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,42,0,0,0,0,0,0,24,0,0,0,0,0,17,0,0,5,0,17,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0
2023-11-19,25,0,0,0,0,0,46,0,24,20,45,7,0,0,0,0,0,0,0,0,0,0,99,0,0,0,65,0,0,0,0,0,0,35,0,0,0,0,52,0,0,0,0,23,0,0,36,0,0,0,21,0,0,0,0,4,14,0,0,7,0,24,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0
2023-11-26,28,0,0,0,0,16,47,0,22,17,46,7,0,0,5,35,34,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,53,0,0,27,0,0,0,0,26,0,0,0,23,0,0,0,0,0,19,0,0,7,0,28,0,0,0,0,0,6,2,2,0,0,0,0,45,0,0,0,0,0
2023-12-03,30,0,0,0,0,0,56,0,15,0,49,7,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,23,0,0,22,0,0,0,22,0,0,0,0,0,21,0,0,8,0,24,0,0,0,0,0,6,0,5,0,0,0,0,72,0,0,0,0,0
2023-12-10,0,0,0,0,0,0,52,0,23,20,58,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,29,33,0,0,0,45,0,0,0,0,43,0,0,0,0,28,0,29,0,0,0,0,0,35,0,0,8,0,31,0,0,0,0,0,7,3,3,0,0,0,0,61,0,0,0,0,0
2023-12-17,38,0,0,0,0,15,53,0,32,15,59,11,0,0,0,50,0,0,35,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,35,0,0,0,0,0,0,22,0,0,12,0,0,30,0,0,8,0,28,8,0,0,0,0,8,5,3,0,0,0,52,67,0,53,0,0,0
2023-12-24,0,0,0,0,0,18,100,15,31,0,91,19,0,0,0,59,42,0,44,0,0,0,0,0,0,0,72,0,0,0,0,0,0,56,0,0,0,0,89,0,0,32,0,90,0,0,38,0,0,0,34,12,0,15,0,0,50,0,0,12,0,38,0,0,0,0,0,12,6,3,0,0,0,0,66,0,59,0,0,0
2023-12-31,24,0,0,30,0,16,71,17,22,21,60,9,0,6,6,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,50,0,0,0,0,52,0,0,0,0,50,0,0,25,0,24,0,29,0,0,11,0,0,36,0,0,5,0,25,0,0,0,0,2,7,3,4,0,0,0,0,77,0,0,0,0,0
2024-01-07,26,0,0,0,0,0,53,14,34,22,60,12,0,0,5,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,30,0,0,0,50,0,0,0,0,43,0,0,0,0,0,0,26,13,0,0,0,0,28,0,0,7,0,30,0,0,0,0,0,8,5,2,0,0,0,0,52,0,69,0,0,0
2024-01-14,0,0,0,0,0,15,66,0,15,21,56,13,0,0,6,63,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,34,0,0,0,0,69,0,0,0,0,76,0,0,25,0,0,0,24,11,0,0,0,0,32,0,0,8,0,29,0,0,0,0,0,11,6,3,38,0,0,0,55,0,57,0,0,0
2024-01-21,33,0,0,0,0,18,52,0,38,24,77,9,0,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,49,0,0,0,0,83,0,0,29,0,0,0,23,0,0,0,0,0,24,0,0,6,0,32,0,0,0,0,0,9,5,3,0,0,0,0,62,0,69,0,0,0
2024-01-28,0,0,0,0,0,32,52,0,20,22,57,13,0,11,7,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,47,0,0,0,0,75,0,0,35,0,0,0,34,16,0,11,0,0,29,0,0,10,0,33,0,0,0,0,0,8,5,3,0,0,0,42,42,0,47,0,0,0
2024-02-04,0,0,0,0,0,0,46,0,40,36,64,9,0,7,10,49,34,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,43,0,0,0,0,100,0,0,0,0,61,0,0,24,0,0,0,28,0,0,0,0,0,22,0,0,8,0,33,0,0,0,0,0,7,5,3,0,0,0,40,74,0,0,0,0,0
2024-02-11,34,0,0,0,0,0,46,0,27,34,63,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,29,0,0,0,0,64,0,0,0,0,38,0,0,24,0,0,0,21,0,0,0,0,0,29,0,0,7,0,25,0,0,0,0,2,7,3,2,0,0,0,40,49,0,0,0,0,0
2024-02-18,29,0,0,0,0,0,47,0,26,28,69,0,0,7,6,60,43,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,71,0,0,0,0,50,0,0,87,0,0,0,33,11,0,0,0,0,22,0,0,4,0,24,0,0,0,0,0,10,5,0,0,0,0,0,55,0,0,0,0,0
2024-02-25,0,0,0,0,0,0,60,0,14,23,49,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,46,0,0,0,0,39,0,0,30,0,0,0,33,11,0,0,0,0,22,0,0,6,0,21,0,0,0,0,3,11,2,0,0,0,0,41,66,0,0,0,0,0
2024-03-03,29,0,0,0,0,0,41,0,0,29,53,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,68,0,0,0,0,31,0,0,31,0,0,0,24,0,0,0,0,0,19,0,0,7,0,22,0,0,0,0,3,9,6,3,0,0,0,0,72,0,62,0,0,0
2024-03-10,39,0,0,0,0,0,41,0,27,17,53,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,47,0,0,0,0,26,0,0,35,0,0,0,24,0,0,0,0,0,19,0,0,10,0,22,0,0,0,0,0,9,4,2,0,0,0,0,85,0,55,0,0,0
2024-03-17,0,0,0,0,0,0,56,0,27,22,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,67,0,0,0,0,23,0,0,45,0,0,27,13,0,0,0,0,0,21,0,0,4,0,18,0,0,0,0,3,11,4,4,0,0,0,0,72,0,0,0,0,0
2024-03-24,34,0,0,0,0,0,50,0,17,19,55,0,0,0,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,54,0,0,0,0,40,0,0,0,0,0,0,26,0,0,16,0,0,15,0,0,5,0,31,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0
2024-03-31,40,0,0,0,0,0,69,0,28,18,56,9,0,6,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,38,0,0,0,21,0,0,0,0,0,10,0,0,5,0,17,0,0,0,0,0,14,4,3,0,0,0,0,42,0,0,0,0,0
2024-04-07,52,0,0,0,0,0,53,0,35,18,55,9,0,6,0,79,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0,29,12,0,14,0,0,17,0,5,5,0,32,0,0,0,0,0,15,5,0,0,0,0,0,54,0,80,0,0,0
2024-04-14,53,0,0,0,0,24,48,0,54,21,54,8,0,0,7,72,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,46,0,0,0,0,40,0,0,41,0,30,0,27,20,0,18,0,0,18,0,0,6,0,40,0,0,0,0,2,13,5,3,0,0,0,0,50,0,0,0,0,0
2024-04-21,34,0,0,0,0,22,50,0,33,19,44,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,38,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,20,13,0,12,0,0,17,0,0,7,0,28,0,0,0,0,4,12,2,0,0,0,0,49,50,0,0,0,0,0
2024-04-28,49,0,0,0,0,18,54,0,31,17,48,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,50,0,0,0,32,39,0,0,0,0,0,0,28,0,0,0,0,0,24,0,0,6,0,24,0,0,0,0,0,16,0,4,0,0,0,0,77,0,0,0,0,0
2024-05-05,30,0,0,0,0,17,54,0,20,15,37,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,36,0,0,0,0,0,58,4,0,8,0,26,0,0,0,0,0,23,0,0,0,0,0,0,62,0,0,0,0,0
2024-05-12,54,0,0,0,0,15,35,0,27,15,39,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,45,0,0,6,0,27,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0
2024-05-19,28,0,0,0,0,21,49,0,30,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,45,0,0,0,0,33,0,0,100,0,0,0,27,16,0,0,0,0,32,0,0,0,0,14,0,0,0,0,0,33,0,3,0,0,0,0,0,0,57,0,0,0
2024-05-26,0,0,0,0,0,0,29,0,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,15,0,0,25,0,0,6,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,34,0,0,0,0,0,29,0,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,20,0,0,8,0,15,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0
2024-06-09,47,0,0,0,0,0,44,0,37,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,29,0,0,0,44,0,0,0,0,0,20,0,0,7,0,15,8,0,0,0,0,19,0,3,0,0,0,0,0,0,69,0,0,0
2024-06-16,50,0,0,0,0,20,29,0,31,19,53,0,0,0,7,50,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,35,0,0,38,0,0,0,93,17,0,0,0,0,24,0,0,7,8,20,0,0,0,0,0,29,3,3,0,0,0,0,44,0,68,0,0,0
2024-06-23,39,0,0,0,0,0,44,21,30,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,42,0,0,0,0,30,0,0,0,0,30,0,0,30,0,0,0,38,0,0,0,0,0,21,0,0,7,0,20,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0
2024-06-30,33,0,0,0,0,0,36,0,42,0,36,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,22,0,0,0,0,0,32,0,0,6,0,26,0,0,0,0,0,23,0,2,0,0,0,0,54,0,51,0,0,0
2024-07-07,52,0,0,0,0,0,58,27,40,15,48,0,0,0,0,48,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,28,0,0,24,0,0,0,18,0,0,14,0,0,20,0,0,8,0,21,0,0,0,0,0,33,3,4,0,0,0,0,63,0,0,0,0,0
2024-07-14,39,0,0,0,0,15,45,27,45,22,55,0,0,0,6,54,50,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,77,0,0,0,0,36,0,0,45,0,0,0,26,0,0,0,0,0,25,0,0,0,0,26,0,0,0,0,3,38,3,4,0,0,0,0,45,0,53,0,0,0
2024-07-21,81,0,0,0,0,0,63,22,45,21,56,7,0,0,7,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,30,0,0,0,0,51,0,0,0,0,24,0,0,55,0,0,0,28,0,0,0,0,0,27,0,0,7,0,24,0,0,0,0,0,45,4,4,43,0,0,0,51,61,54,0,0,0
2024-07-28,79,0,0,0,0,17,48,21,49,14,52,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,61,0,0,0,0,44,0,0,46,0,0,0,28,0,0,0,0,0,30,0,0,8,0,23,0,0,0,0,0,38,0,2,0,0,0,0,0,0,88,0,0,0
2024-08-04,82,0,0,0,0,0,57,26,71,16,56,6,0,0,8,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,62,0,0,0,0,38,0,0,60,0,0,0,30,0,0,0,0,0,22,0,0,9,0,26,0,0,0,0,4,34,3,3,0,0,51,0,0,0,83,0,0,0
2024-08-11,88,0,0,0,0,0,61,26,45,0,68,6,0,0,9,58,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,68,0,0,0,0,44,0,0,45,0,33,36,40,0,0,18,0,0,25,0,0,5,0,32,0,0,0,0,0,43,3,5,0,0,66,0,41,0,79,0,0,47
2024-08-18,57,0,0,0,32,31,66,0,50,25,67,7,0,0,12,49,49,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,43,0,0,0,0,41,0,40,0,0,0,0,0,26,0,0,8,0,24,0,0,0,0,3,38,3,2,0,0,0,0,64,0,72,0,0,0
2024-08-25,55,0,0,0,0,0,38,0,35,18,47,0,0,0,6,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,29,0,0,0,0,0,26,0,0,8,0,20,13,0,0,0,3,32,2,3,0,0,0,0,58,0,58,0,0,0
2024-09-01,43,0,0,0,0,0,43,18,24,15,51,0,0,0,8,0,38,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,23,0,0,7,0,16,0,0,0,0,0,32,0,0,0,0,0,0,48,0,0,100,0,0
2024-09-08,63,0,0,0,0,0,34,0,40,0,61,7,0,7,0,45,47,0,37,0,0,0,0,0,0,0,55,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,52,0,0,55,0,24,0,42,0,0,18,0,0,24,0,0,11,0,29,0,0,0,0,0,32,0,3,0,0,57,0,0,0,53,0,0,0
2024-09-15,57,0,0,0,0,28,46,16,26,19,54,0,0,7,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,23,12,0,14,0,0,24,0,0,8,0,25,0,0,0,0,0,34,0,3,0,0,0,0,69,0,0,0,0,0
2024-09-22,35,0,0,0,0,0,28,16,26,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,0,17,0,0,8,0,17,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-29,0,0,0,0,0,0,46,0,20,0,46,7,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,0,0,19,0,0,7,0,17,0,0,0,0,0,15,0,3,0,0,0,0,49,0,0,0,0,0
2024-10-06,0,0,0,0,0,0,49,0,0,0,37,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,25,0,0,14,0,0,95,5,0,9,0,24,0,0,0,0,0,11,0,2,0,0,0,0,92,0,0,0,0,0
2024-10-13,34,0,0,0,0,15,43,15,16,16,50,0,0,0,0,43,36,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,49,0,0,0,0,0,0,26,0,0,0,0,0,28,0,0,6,0,20,0,0,0,0,0,12,0,4,0,0,0,0,60,0,0,0,0,0
2024-10-20,0,0,0,0,0,0,45,0,24,0,49,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,25,0,0,0,21,0,0,0,0,0,28,0,0,7,0,22,0,0,0,0,0,100,3,3,0,0,0,0,0,0,0,0,0,0
2024-10-27,0,0,0,0,0,0,35,0,0,26,48,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,32,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,9,0,22,0,0,0,0,0,16,3,3,0,0,0,0,57,0,0,0,0,0
2024-11-03,0,0,0,0,0,0,41,17,17,16,52,12,0,7,10,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,31,0,0,0,0,57,0,26,0,0,39,0,0,0,0,0,0,19,0,0,0,0,0,27,0,0,9,0,17,12,0,0,0,0,7,4,3,0,0,0,43,0,0,0,0,0,0
2024-11-10,0,0,0,0,0,0,37,0,0,16,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,65,0,0,0,32,0,0,0,0,49,0,0,0,0,43,0,0,27,0,0,0,20,0,0,0,0,0,16,0,0,6,0,26,0,0,0,0,0,7,0,0,0,0,53,0,57,0,0,0,0,0
2024-11-17,0,0,0,0,0,0,42,0,18,0,58,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,22,0,0,8,0,16,0,0,0,0,0,8,3,3,0,0,0,0,0,0,59,0,0,0
2024-11-24,0,0,0,0,0,0,63,0,0,17,51,6,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,21,0,0,0,0,0,21,0,0,6,0,18,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0
2024-12-01,0,0,0,0,0,0,52,16,34,19,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,17,15,0,13,0,0,23,0,0,6,0,25,0,0,0,0,0,5,4,0,0,0,0,0,45,0,0,0,0,0
2024-12-08,0,0,0,0,0,19,49,21,19,0,51,9,0,0,0,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,38,0,0,27,0,0,0,27,14,0,0,0,0,27,0,0,12,0,32,0,0,0,0,0,7,5,3,0,0,0,0,66,0,0,0,0,0
2024-12-15,0,0,0,0,0,0,68,0,18,19,68,0,0,0,0,77,52,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,54,0,0,0,0,41,0,0,0,0,0,0,24,0,0,0,0,0,29,0,0,9,0,25,0,0,0,3,3,12,3,3,0,0,0,0,64,0,83,0,0,0
2024-12-22,0,0,0,0,0,19,87,0,35,21,95,16,0,8,7,0,54,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,71,0,0,0,0,72,0,0,0,0,68,0,0,37,0,0,34,26,15,0,0,0,0,42,0,0,10,0,33,0,0,0,0,0,12,6,3,0,0,0,0,69,0,0,0,0,0
2024-12-29,33,0,0,0,0,17,81,0,16,18,78,17,0,8,11,0,44,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,37,0,0,0,61,0,0,0,0,43,0,0,35,0,0,0,26,12,0,0,0,0,38,4,0,7,0,31,0,0,0,0,3,8,6,3,0,0,46,0,83,0,0,0,0,0
2025-01-05,0,0,0,0,0,16,73,18,35,0,67,18,0,0,13,39,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,65,0,0,0,0,71,0,0,29,0,39,0,28,0,0,0,0,0,23,0,0,7,0,34,0,0,0,0,3,10,6,3,0,0,0,0,90,0,60,0,0,0
2025-01-12,0,0,0,0,29,22,74,0,22,0,83,10,0,0,11,59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,50,0,0,0,0,56,0,0,0,0,0,0,26,16,0,0,0,0,28,0,0,9,0,32,13,0,0,0,3,8,4,0,0,0,56,0,78,0,0,0,0,0
2025-01-19,0,0,0,0,0,0,66,0,17,21,65,7,0,0,7,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,53,0,0,0,0,0,0,37,0,0,0,0,0,17,6,0,8,0,33,0,0,0,0,0,7,4,3,0,0,0,0,59,0,0,0,0,0
2025-01-26,42,0,0,0,0,0,66,0,0,34,67,6,0,0,11,0,54,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,40,0,0,0,0,58,0,0,0,0,45,0,0,0,0,0,0,26,0,0,0,0,0,15,0,0,8,0,26,0,0,0,0,0,8,6,4,0,0,0,0,69,0,0,0,0,0
