date,Pigeon Island,Royal Botanical Gardens,Hanthana Mountain Range,Weligama Surf Break,Ravana Falls,Adisham Bungalow,Yala National Park,Minneriya National Park,Nilaveli Beach,Temple of the Tooth,Galle Fort,Mirissa Whale Watching,Hiriwadunna Village Trek,Diyaluma Falls,Pidurangala Rock,Moon Plains,Wilpattu National Park,Sembuwatta Lake,Delft Island,Madol Doova,Ritigala Forest Monastery,Koggala Lake Safari,Bahirawakanda Buddha,Casuarina Beach,Strawberry Farm Visit,Yapahuwa Rock Fortress,Jaffna Fort,Bambarakanda Falls,Kelaniya Raja Maha Vihara,Unawatuna Jungle Beach,Nallur Kandaswamy Kovil,Pasikudah Beach,Jaffna Public Library,Gregory Lake,Galle Face Green,Sinharaja Forest Reserve,Hikkaduwa Coral Reef,Parakrama Samudra,Dambulla Cave Temple,Muthurajawela Wetland,Rose Quartz Mountain,Nine Arches Bridge,Pedro Tea Estate,Ambuluwawa Tower,Embekke Devalaya,St. Clair's Falls,Gangaramaya Temple,Riverston Gap,Elephant Rock,Hakgala Botanical Garden,Mihintale,Coconut Tree Hill,Nagadeepa Vihara,Victoria Park,Kumana Bird Sanctuary,Lipton's Seat,Lotus Tower,Ella Rock Hike,Trincomalee Harbour,Point Pedro,Kandy Lake Stroll,Horton Plains,Sea Turtle Hatchery,Anuradhapura Sacred City,Old Dutch Hospital,Japanese Peace Pagoda,Little Adam's Peak,Arugam Bay,Udawalawe National Park,Independence Square,Koneswaram Temple,Ceylon Tea Museum,Sigiriya Lion Rock,Kitulgala Rafting,Mount Lavinia Beach,Avukana Buddha Statue,Marble Beach,Polonnaruwa Ruins,Udawattekele Sanctuary,Negombo Fish Market
2022-02-06,37,0,0,0,0,0,47,0,34,28,33,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,27,0,0,0,20,0,0,0,0,0,4,0,0,9,0,20,0,0,0,0,0,10,0,3,0,0,0,48,50,0,71,0,0,63
2022-02-13,53,0,0,0,0,16,62,0,26,25,37,9,0,7,0,0,34,0,35,0,0,0,0,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,39,0,0,0,0,55,0,0,39,0,0,26,24,0,0,0,0,0,6,0,0,7,0,32,0,0,0,0,0,10,5,3,0,0,0,35,60,0,39,0,0,0
2022-02-20,26,0,0,0,0,0,57,19,30,12,38,9,0,0,0,58,30,0,33,0,0,0,0,0,0,0,54,0,0,0,0,0,0,40,0,0,0,0,23,0,0,0,0,100,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,5,0,26,0,0,0,0,2,10,0,3,0,0,0,0,71,0,0,0,0,0
2022-02-27,66,0,0,0,0,0,50,14,31,21,38,6,0,0,5,40,0,0,39,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,42,0,0,0,0,0,0,26,10,0,0,0,0,4,0,0,10,0,28,0,0,0,0,0,7,3,0,0,0,0,0,74,0,0,0,0,0
2022-03-06,36,0,0,0,23,0,44,0,32,39,44,7,0,5,7,37,53,0,29,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,0,0,8,0,25,0,0,0,0,0,9,2,3,0,0,0,0,57,0,0,0,0,0
2022-03-13,31,0,0,0,0,18,57,14,35,30,45,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,25,0,0,30,0,0,0,0,25,0,0,0,25,0,0,0,0,0,4,0,0,4,0,25,0,0,0,0,3,9,3,2,0,0,0,0,51,0,56,0,0,0
2022-03-20,31,0,0,0,0,0,43,0,25,18,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,0,23,0,0,11,0,0,8,0,0,6,0,20,0,0,0,0,3,6,4,0,0,0,0,0,70,0,0,0,0,0
2022-03-27,24,0,0,0,0,0,36,0,12,12,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,28,0,0,0,0,22,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,0,6,0,0,6,0,18,0,0,0,0,0,7,2,3,0,0,0,0,51,0,0,0,0,0
2022-04-03,0,0,0,0,0,0,37,0,24,14,25,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,18,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,6,0,14,0,0,0,0,0,8,0,4,0,0,0,0,38,0,0,0,0,0
2022-04-10,39,0,0,0,0,0,37,0,39,0,47,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,21,0,0,11,0,0,0,0,0,12,0,19,0,0,0,0,0,15,3,3,0,0,0,0,81,0,0,0,0,0
2022-04-17,0,0,0,0,0,0,30,0,13,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,8,0,7,0,0,0,0,0,9,0,2,0,0,0,0,68,0,37,0,0,0
2022-04-24,19,0,0,0,0,0,27,17,14,0,33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,6,0,12,0,0,0,0,0,9,2,3,0,0,0,0,76,0,0,0,0,0
2022-05-01,19,0,0,0,0,13,19,0,18,12,29,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,6,0,10,0,0,0,0,0,12,0,0,0,0,0,0,57,0,0,0,0,0
2022-05-08,22,0,0,0,0,0,17,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,35,0,0,0,0,0
2022-05-15,0,0,0,0,0,0,18,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,0
2022-05-22,0,0,0,0,0,12,12,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,9,0,0,0,0,0,0,36,0,0,0,0,0
2022-05-29,0,0,0,0,0,0,13,0,14,0,29,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,11,0,2,0,0,0,0,51,0,0,0,0,0
2022-06-05,0,0,0,0,0,14,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0
2022-06-12,26,0,0,0,0,0,25,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,61,0,0,10,0,0,0,0,0,6,0,0,0,0,7,0,0,9,0,2,0,0,0,0,55,0,47,0,0,0
2022-06-19,0,0,0,0,0,0,0,0,19,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0
2022-06-26,0,0,0,0,0,0,17,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,44,0,0,0,0,0
2022-07-03,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,7,0,10,0,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,0
2022-07-10,0,0,0,0,0,0,0,0,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,46,0,0,0,0,0
2022-07-17,0,0,0,0,0,0,16,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,5,0,9,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0
2022-07-24,27,0,0,0,0,0,12,0,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,0
2022-07-31,0,0,0,0,0,0,22,0,16,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,10,0,3,0,0,0,0,67,0,0,0,0,0
2022-08-07,47,0,0,0,0,37,20,0,28,20,46,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,12,0,3,0,0,0,0,63,0,60,0,0,0
2022-08-14,27,0,0,0,0,0,21,0,21,16,41,0,0,6,0,33,39,0,37,0,0,0,0,0,0,0,73,0,0,0,0,0,0,64,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,6,0,0,5,0,21,0,0,0,0,0,11,0,3,0,0,0,0,57,0,56,0,0,0
2022-08-21,29,0,0,0,0,14,0,0,23,18,51,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,10,0,5,0,0,7,0,21,0,0,0,0,0,11,0,0,0,0,0,0,63,0,41,0,0,0
2022-08-28,0,0,0,0,0,13,21,0,29,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,14,0,0,6,0,16,0,0,0,0,0,12,0,0,0,0,0,0,37,0,0,0,0,0
2022-09-04,0,0,0,0,0,28,13,0,32,13,37,0,0,5,0,38,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,14,0,0,5,0,11,0,0,0,0,0,11,0,2,0,0,0,0,61,0,39,0,0,0
2022-09-11,0,0,0,0,0,14,24,13,16,14,35,0,0,0,0,54,0,0,60,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,100,0,0,4,0,14,0,0,0,0,0,8,0,2,0,0,0,0,70,0,0,0,0,0
2022-09-18,23,0,0,0,0,13,18,0,27,0,39,5,0,0,0,49,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,35,0,0,0,0,0,83,0,0,7,0,13,0,0,0,0,0,9,0,2,0,0,0,0,36,0,48,0,0,0
2022-09-25,26,0,0,0,0,0,20,0,29,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,26,0,0,0,0,0,58,0,0,4,0,16,0,0,0,0,0,8,0,2,0,0,0,0,44,0,49,0,0,0
2022-10-02,0,0,0,0,0,0,21,0,23,14,42,0,0,8,0,39,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0,0,0,41,0,0,8,0,13,0,0,0,0,0,7,0,3,0,0,0,0,49,0,0,0,0,0
2022-10-09,0,0,0,0,0,0,20,0,16,22,38,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,22,0,0,0,0,0,37,0,0,5,0,17,0,0,0,0,0,6,0,2,0,0,0,0,51,0,0,0,0,0
2022-10-16,0,0,0,0,0,13,19,0,0,18,32,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,27,0,0,7,0,13,0,0,0,0,0,6,0,2,0,0,0,0,38,0,0,40,0,0
2022-10-23,0,0,0,0,0,20,47,0,18,15,35,0,0,0,0,38,0,0,32,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,24,0,0,7,0,16,0,0,0,0,0,4,0,2,0,0,0,0,62,0,38,0,0,0
2022-10-30,0,0,0,0,0,21,26,0,17,0,40,0,0,0,0,39,0,0,48,0,0,0,0,0,0,0,54,0,0,0,0,0,0,28,0,0,0,0,25,0,0,23,0,35,0,0,0,0,0,0,31,0,0,0,0,0,20,0,0,12,0,21,0,0,0,0,0,5,0,0,0,0,0,0,72,0,0,0,0,0
2022-11-06,0,0,0,0,0,16,23,0,14,13,40,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,0,0,22,0,0,0,0,0,25,0,0,6,0,16,0,0,0,0,0,5,0,3,0,0,0,0,42,0,40,0,0,0
2022-11-13,0,0,0,0,0,0,22,13,15,16,32,0,0,0,0,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,5,0,19,0,0,0,0,0,4,0,2,0,0,0,0,0,0,57,0,0,0
2022-11-20,0,0,0,0,0,16,24,0,0,16,40,0,0,0,0,38,0,0,35,0,0,0,0,73,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,26,26,0,0,10,0,0,17,0,0,6,0,14,0,0,0,0,0,5,0,3,0,0,0,0,52,0,0,0,0,0
2022-11-27,0,0,0,0,0,0,25,0,0,0,32,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,20,0,0,7,0,21,0,0,0,0,0,4,0,3,0,0,0,0,52,0,56,0,0,0
2022-12-04,0,0,0,0,0,0,22,0,0,17,37,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,14,0,0,7,0,39,0,0,0,0,0,6,2,2,0,0,0,0,45,0,0,0,0,0
2022-12-11,0,0,0,0,0,13,23,0,20,0,33,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,0,0,5,0,14,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0
2022-12-18,0,0,0,0,0,15,27,0,27,14,51,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,25,0,0,7,0,27,0,0,0,0,0,7,3,3,0,0,0,0,58,0,0,0,0,0
2022-12-25,33,0,0,0,0,0,41,0,19,18,56,8,0,0,0,73,33,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,20,0,0,0,0,0,38,0,0,7,0,31,0,0,0,0,0,8,0,2,0,0,44,0,78,0,45,0,0,0
2023-01-01,30,0,0,0,0,0,26,0,23,18,49,0,0,0,0,41,0,0,43,0,0,0,0,0,0,0,87,0,0,0,0,0,0,41,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,0,0,28,0,0,7,0,16,0,0,0,0,0,6,0,2,0,0,0,0,50,0,0,0,0,0
2023-01-08,0,0,0,0,0,0,36,0,23,22,41,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,11,0,0,16,0,0,5,0,25,0,0,0,0,0,4,4,3,0,0,0,0,43,0,50,0,0,0
2023-01-15,26,0,0,0,0,0,44,13,19,15,44,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,17,0,0,5,0,18,0,0,0,0,0,6,0,3,0,0,0,0,41,0,0,0,0,0
2023-01-22,0,0,0,0,0,0,38,0,29,32,37,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,14,0,0,5,0,17,0,0,0,0,0,5,2,4,0,0,0,0,0,0,80,0,0,0
2023-01-29,28,0,0,0,0,16,43,0,24,14,52,0,0,7,0,35,0,0,40,0,71,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,17,0,0,10,0,24,0,0,0,0,0,6,2,3,0,0,0,0,39,0,0,0,0,0
2023-02-05,26,0,0,0,0,27,39,13,25,18,58,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,26,0,0,38,0,0,0,23,12,0,0,0,0,19,0,0,6,0,26,0,0,0,0,0,6,3,2,0,0,0,0,50,0,76,0,0,0
2023-02-12,31,0,0,0,0,0,36,0,22,16,45,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,24,0,0,8,0,17,0,0,0,0,0,7,3,2,0,0,0,0,88,0,50,0,0,0
2023-02-19,28,0,0,0,0,13,41,0,16,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,5,0,16,0,0,0,0,0,6,3,4,0,0,0,0,45,0,0,0,0,0
2023-02-26,25,0,0,0,0,17,47,21,49,15,50,5,0,0,0,33,50,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,31,10,0,10,0,0,15,0,0,5,0,16,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0
2023-03-05,26,0,0,0,0,12,51,0,23,20,47,5,0,0,0,51,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,29,10,0,10,0,0,16,0,0,5,0,21,0,0,0,0,3,7,3,3,0,0,0,0,37,0,0,0,0,0
2023-03-12,25,0,0,0,0,0,36,0,21,16,38,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11,0,0,6,0,15,0,0,0,0,2,8,3,2,0,0,0,0,53,0,0,0,0,0
2023-03-19,27,0,0,0,0,0,48,0,22,0,39,9,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,34,0,0,0,0,0,0,0,0,0,25,0,0,26,0,0,0,21,0,0,0,0,0,15,0,0,7,0,10,0,0,0,0,0,5,2,0,0,0,0,0,37,0,42,0,0,0
2023-03-26,30,0,0,0,0,0,42,0,18,0,35,6,0,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,4,0,18,0,0,0,0,0,7,4,0,0,0,0,0,43,0,0,0,0,0
2023-04-02,0,0,0,0,0,0,47,0,34,16,48,6,0,0,5,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,36,0,0,0,0,29,0,0,0,0,0,0,25,0,0,0,0,0,21,0,0,7,0,22,0,0,0,0,0,9,3,4,0,0,0,0,42,0,43,0,0,0
2023-04-09,30,0,0,0,0,24,54,0,35,0,39,6,0,6,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,21,0,0,0,0,0,20,0,0,6,0,15,0,0,0,0,0,11,4,3,0,0,0,0,53,0,76,0,0,0
2023-04-16,36,0,0,0,0,17,33,0,42,19,45,7,0,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,55,0,0,23,0,0,0,23,0,0,12,0,0,15,0,0,7,0,23,0,0,0,0,0,13,2,0,0,0,0,0,42,0,50,0,0,0
2023-04-23,24,0,0,0,0,19,47,0,14,12,41,0,0,7,0,52,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,18,0,0,0,0,0,17,0,0,9,0,26,0,0,0,0,0,14,0,0,0,39,0,0,40,0,0,0,0,0
2023-04-30,33,0,0,0,0,20,32,0,38,21,47,0,0,6,7,92,33,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,53,30,0,0,0,32,0,0,0,0,42,0,0,66,0,0,30,26,17,0,0,0,0,26,0,0,8,0,28,0,0,0,0,0,19,0,0,0,0,0,0,47,0,0,0,0,0
2023-05-07,28,0,0,0,0,0,39,0,26,16,38,0,0,6,0,33,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,47,0,0,0,23,0,0,0,0,0,20,0,0,5,0,8,0,0,0,0,0,21,0,4,0,0,0,0,55,0,50,0,0,0
2023-05-14,0,0,0,0,0,14,34,0,23,0,31,0,0,5,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,43,0,0,0,0,26,0,0,25,0,0,0,38,0,0,0,0,0,18,0,0,5,0,17,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-21,0,0,0,0,0,21,28,0,30,18,37,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,16,0,0,4,0,15,0,0,0,0,0,20,0,2,0,0,0,0,45,0,0,0,0,0
2023-05-28,35,0,0,0,0,24,26,0,27,17,37,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,11,0,0,14,0,0,4,0,15,0,0,0,0,0,15,0,3,0,0,0,0,86,0,0,0,0,0
2023-06-04,36,0,0,0,0,18,37,0,22,0,43,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,11,0,0,17,0,0,5,0,16,0,0,0,0,0,18,2,2,0,0,0,0,43,0,46,0,0,0
2023-06-11,37,0,0,0,0,17,35,0,45,20,44,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,0,0,28,0,0,0,23,0,0,0,0,0,14,0,0,6,0,15,0,0,0,0,0,17,0,3,0,0,0,0,43,0,0,0,0,0
2023-06-18,0,0,0,0,0,14,28,0,23,17,42,0,0,0,0,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,24,0,0,0,0,27,0,0,23,0,0,0,28,0,0,13,0,0,17,0,0,9,0,21,0,0,0,0,0,16,0,0,0,0,0,0,62,0,39,0,0,0
2023-06-25,53,0,0,0,0,15,47,0,39,0,45,0,0,5,8,59,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0,23,9,0,12,0,0,18,0,0,5,0,23,0,0,0,0,0,21,2,4,0,0,0,0,51,0,64,0,0,0
2023-07-02,54,0,0,0,25,20,44,20,31,20,40,0,0,0,0,91,38,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,40,0,0,0,0,38,0,0,0,0,0,0,21,0,0,10,0,0,23,0,0,7,0,21,0,0,0,0,0,25,0,3,0,0,0,39,52,0,53,0,0,0
2023-07-09,60,0,0,0,0,0,39,18,37,0,47,0,0,0,6,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,16,0,0,8,0,13,0,0,0,0,0,25,2,4,0,0,0,38,57,0,56,0,0,0
2023-07-16,74,0,0,0,0,14,49,15,37,28,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,49,0,0,0,0,32,0,0,0,0,22,0,0,0,0,0,0,26,0,0,0,0,0,23,0,0,9,0,22,0,0,0,0,0,22,2,3,0,0,0,0,52,0,0,0,0,0
2023-07-23,59,0,0,0,0,0,55,13,37,20,42,0,0,6,8,39,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,35,0,0,0,0,34,0,0,0,0,30,34,0,34,0,0,0,30,0,0,10,0,0,19,0,0,6,0,29,0,0,0,0,2,29,3,3,0,0,0,39,58,0,55,0,0,0
2023-07-30,70,0,0,0,0,27,58,17,45,0,57,0,0,0,7,52,35,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,48,0,0,27,0,0,0,40,0,0,0,11,0,20,0,0,8,0,27,0,0,0,0,0,31,3,3,0,0,0,0,96,0,70,0,0,0
